chamfer_l1_x1e3,chamfer_l2_x1e3,fscore@0.005,fscore@0.01,fscore@0.02,normal_consistency,rec_verts,rec_faces,model,variant,method,depth
1.8090760680429907,0.0052162160370579245,0.9737244481049293,0.9941509879951921,1.0,0.9807858570434058,123448,242590,dragon,clean,wnnc_cuda,8
1.7040558984861773,0.003908162677404853,0.9886664902885866,0.9997299270803117,1.0,0.9814934439360994,129697,253713,dragon,clean,wnnc_cuda,10
1.7033533842686253,0.003902857837236139,0.9889181020798156,0.99970491294932,1.0,0.9815041968923467,129784,253872,dragon,clean,wnnc_cuda,12
